date,portfolio_return,equity
2025-09-02,-0.004152328629735091,0.9958476713702649
2025-09-03,-0.007574577307303345,0.9883045461971728
2025-09-04,0.03477822418255253,1.022676023265454
2025-09-05,-0.019859217840821383,1.0023664773388403
2025-09-06,0.0027362933202462907,1.0051092460352216
2025-09-07,-0.004668164566567996,1.00041723066735
2025-09-08,-0.030477237885152296,0.9699272767438959
2025-09-09,-0.018961652386962964,0.9515358528816444
2025-09-10,-0.004639553569947702,0.9471211513184742
2025-09-11,0.003393327224298174,0.9503350433059518
2025-09-12,-0.04003745445400292,0.9122860472935468
2025-09-13,-0.02341221826417551,0.8909274072349483
2025-09-14,0.035339915909555014,0.9224127068881494
2025-09-15,0.06026431008636719,0.9780012722836621
2025-09-16,-0.016348218774405555,0.9620126935227218
2025-09-17,-0.037556113683594225,0.9258832354397217
2025-09-18,-0.027078488303589592,0.9008117170783775
2025-09-19,0.04520441204357522,0.941532381110869
2025-09-20,0.0009617855760130738,0.9424379333743708
2025-09-21,-0.019968027758994703,0.9236193065596217
2025-09-22,0.10823782737940664,1.0235898536273094
2025-09-23,-0.0036559213883190903,1.0198476895885669
2025-09-24,0.05621989725785527,1.0771834219158973
2025-09-25,0.17272854975754326,1.263243752206298
2025-09-26,-0.045254037210621496,1.2060768724378692
2025-09-27,0.09644557727511416,1.3223976526383037
2025-09-28,-0.043412810582762286,1.2649886538292276
2025-09-29,-0.02588160150459333,1.2322487215829876
2025-09-30,-0.01093066124968118,1.2187794282320112
2025-10-02,-0.02929266731215247,1.1830781279139155
2025-10-03,-0.019272576485642227,1.1602771642052043
2025-10-04,0.013553436016202326,1.1760029065113202
2025-10-05,-0.00034007027805659613,1.1756029828759076
2025-10-06,-0.03523403569395002,1.1341817454153438
2025-10-07,0.05945975625146284,1.2016199155425988
2025-10-08,-0.021370377232596046,1.1759408446572532
2025-10-09,0.03664220365252348,1.219029908570505
2025-10-10,0.19192794802644486,1.4529958175053066
2025-10-11,-0.010942421585065497,1.4370965247088265
2025-10-12,-0.01069218333160245,1.421730825201431
2025-10-13,-0.002033323995636294,1.418839985799213
2025-10-14,0.011979779662820725,1.4358373762058874
2025-10-15,0.03413161884605675,1.4848448302554689
2025-10-16,0.03620169625518273,1.5385987317864558
2025-10-17,0.01950689546711735,1.5686120164132535
2025-10-18,-0.0009623631029419469,1.567102442085826
2025-10-19,-0.013205596171742193,1.5464079200758896
2025-10-20,-0.004123339521195804,1.5400315551831505
2025-10-21,-0.002647755652738566,1.5359539279275185
2025-10-22,0.03379480743898501,1.5878611951569819
2025-10-23,-0.015094183493236579,1.5638937269154924
2025-10-24,-0.02360071522067228,1.526984716431164
2025-10-25,-0.00991772663594604,1.5118404994363321
2025-10-26,-0.043078218079693205,1.4467131046999016
2025-10-27,0.01684477347571511,1.4710826592329198
2025-10-28,0.029660502381249516,1.5147157099501127
2025-10-29,-0.011420473039053844,1.4974169400227961
2025-10-30,0.06518187354769515,1.5950213816555388
2025-10-31,-0.01828598517449456,1.5658548443175837
2025-11-02,0.0141527484632576,1.5880159940591838
2025-11-03,0.015817066057106866,1.61313374793696
2025-11-04,-0.020265589588494577,1.5804426414499195
2025-11-05,-0.02703146661993098,1.5377209589428504
2025-11-06,0.022924943284331332,1.5729731247137428
2025-11-07,-0.025721378748073197,1.5325140872124405
2025-11-08,0.040283292885558764,1.594248801038864
2025-11-09,-0.025195973175637123,1.554080151012597
2025-11-10,-0.0058642404052993095,1.5449666513979552
2025-11-11,0.04565304700308887,1.615499086552431
2025-11-12,0.007723266601831933,1.6279760166928914
2025-11-13,-0.00047025631702971027,1.6272104506870688
2025-11-14,0.012615565804183982,1.6477386312049673
2025-11-15,-0.012403484715149998,1.6273009302782544
2025-11-16,0.01988922208202975,1.659666679874852
2025-11-17,0.021730234415929455,1.6957316258808397
2025-11-18,-0.024028946085254924,1.6549849820674873
2025-11-19,0.03871836464639625,1.719063294087486
2025-11-20,0.015545643790290477,1.7457872397103336
2025-11-21,0.02513268960879243,1.789663568528964
2025-11-22,0.02263967620091875,1.8301809722290403
2025-11-23,0.015320134951182356,1.8582195917086755
2025-11-24,0.003325508426419198,1.86439911661904
2025-11-25,0.02316987271986362,1.9075970068501293
2025-11-26,0.010017152950075941,1.926705697834854
2025-11-27,0.02300570848504454,1.971030927455717
2025-11-28,-0.010428627526679973,1.9504757800697148
2025-11-29,0.0036166540036396827,1.9575299761087064
2025-11-30,0.011249994453175764,1.9795521774818547
2025-12-02,-0.006767729224581526,1.9661551043587266
2025-12-03,-0.007100013263207867,1.9521953770402558
2025-12-04,-0.002297889311726481,1.9477094481489532
2025-12-05,0.001642857306230064,1.9509092568462583
2025-12-06,0.0006904605428296709,1.952256282710752
2025-12-07,0.006905662373974872,1.9657379054666237
2025-12-08,-0.010625676039266813,1.9448506113050286
2025-12-09,-0.027647015081233454,1.8910812971235322
2025-12-10,0.005254297673622068,1.9010176011836386
2025-12-11,0.008169825748016397,1.9165485837292213
2025-12-12,0.02424583203220223,1.9630168987718752
2025-12-13,-0.0027946720724083035,1.9575309102672118
2025-12-14,0.009316616909174603,1.9757684758460392
2025-12-15,0.016784471934427593,2.008930706377804
2025-12-16,-0.0031947427417655066,2.002512689584894
2025-12-17,0.014840225006623516,2.032230428476953
2025-12-18,-0.0037380371909885605,2.0246338755546476
2025-12-19,-0.00846037442103392,2.0075047149019465
2025-12-20,-0.00481847118035707,1.9978316112887606
2025-12-21,0.0018830106948871208,2.001593549579401
2025-12-22,0.00394739576247057,2.009494631475199
2025-12-23,0.001258210999520527,2.0120229997239982
2025-12-24,0.0012449331791959022,2.01452783391366
2025-12-25,-0.0012086827884337924,2.012092908793988
2025-12-26,0.0021227897607259587,2.016364159018405
2025-12-27,-0.007354567948080419,2.00153467180283
2025-12-28,-0.0011739938832329797,1.9991848823410547
2025-12-29,0.0009771484782384269,2.0011383828065514
2025-12-30,-0.002535174804204679,1.9960651471987332
2025-12-31,0.0031397743571408092,2.0023323413630902
2026-01-02,0.00026602814640460054,2.002865018124349
2026-01-03,0.0006436741074992199,2.0041542104773318
2026-01-04,0.0018495461038130995,2.007860986088761
